,bankCode,bankName,accountTypeName,accountDscription,subscriptionPeriod,minSubscriptionBalance,maxSubscriptionBalance,interesRate,type,accountTypeCode
292,E04,삼호저축은행,정기적금(인터넷-모바일),일정금액을 정기적으로 납입하면 만기일에 목돈을 받는 상품,24개월 이상,제한없음,제한없음,3.4,savings,293
293,E04,삼호저축은행,정기적금,일정금액을 저익적으로 납입하면 만기일에 목돈을 받는 상품,6개월 이상,제한없음,제한없음,2.8,savings,294
294,E04,삼호저축은행,정기적금,일정금액을 저익적으로 납입하면 만기일에 목돈을 받는 상품,12개월 이상,제한없음,제한없음,3.3,savings,295
295,E04,삼호저축은행,정기적금,일정금액을 저익적으로 납입하면 만기일에 목돈을 받는 상품,24개월 이상,제한없음,제한없음,3.4,savings,296
296,E04,삼호저축은행,정기적금(인터넷-모바일),일정금액을 정기적으로 납입하면 만기일에 목돈을 받는 상품,36개월,제한없음,제한없음,3.5,savings,297
297,E04,삼호저축은행,정기적금(자유적립),"입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",6개월 이상,제한없음,제한없음,1.8,savings,298
298,E04,삼호저축은행,정기적금(자유적립),"입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",12개월 이상,제한없음,제한없음,3.8,savings,299
299,E04,삼호저축은행,정기적금(자유적립),"입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",24개월 이상,제한없음,제한없음,3.7,savings,300
300,E04,삼호저축은행,"정기적금(자유적립-인터넷,모바일)","입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",6개월 이상,제한없음,제한없음,1.8,savings,301
301,E04,삼호저축은행,"정기적금(자유적립-인터넷,모바일)","입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",12개월 이상,제한없음,제한없음,3.8,savings,302
302,E04,삼호저축은행,"정기적금(자유적립-인터넷,모바일)","입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",24개월 이상,제한없음,제한없음,3.7,savings,303
303,E04,삼호저축은행,자유적립예금,개인의 일시 여유자금을 높은 이자율로 운용할 수 있는 입출금이 자유로운 예금,6개월 이상,제한없음,제한없음,1.8,savings,304
304,E04,삼호저축은행,자유적립예금,"입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",12개월 이상,제한없음,제한없음,3.8,savings,305
305,E04,삼호저축은행,자유적립예금,"입금금액, 납입횟수에 제한없이 자유롭게 입금하는 상품",24개월 이상,제한없음,제한없음,3.7,savings,306
306,020,우리은행,우리사랑 정기적금,매월 일정액을 납입하여 목돈을 마련하고자 하는 고객이 가입하는 상품,6개월 이상,제한없음,제한없음,2.45,savings,307
307,011,농협은행,정기적금,일정기간 동안 일정금액을 정기적으로 적립하는 예금상품,6개월 이상,제한없음,제한없음,1.05,savings,308
308,020,우리은행,우리사랑 정기적금,매월 일정액을 납입하여 목돈을 마련하고자 하는 고객이 가입하는 상품,12개월 이상,제한없음,제한없음,2.9,savings,309
309,020,우리은행,우리사랑 정기적금,매월 일정액을 납입하여 목돈을 마련하고자 하는 고객이 가입하는 상품,36개월 이상,제한없음,제한없음,3.0,savings,310
310,020,우리은행,우리사랑 정기적금,매월 일정액을 납입하여 목돈을 마련하고자 하는 고객이 가입하는 상품,60개월,제한없음,제한없음,3.05,savings,311
311,020,우리은행,WON 적금,스마트폰으로 쉽고 편리하게 가입할 수 있는 적립식 예금 상품,12개월,제한없음,제한없음,4.0,savings,312
312,020,우리은행,WON 적금,스마트폰으로 쉽고 편리하게 가입할 수 있는 적립식 예금 상품,12개월,제한없음,제한없음,4.0,savings,313
313,020,우리은행,우리 (영업점명) 적금,특정영업점에서 판매하는 특판적금,12개월,제한없음,제한없음,4.3,savings,314
314,020,우리은행,우리 (영업점명) 적금,특정영업점에서 판매하는 특판적금,12개월,제한없음,제한없음,4.1,savings,315
315,020,우리은행,우리 으쓱(ESG) 적금,친환경 실천서약 및 대중교통 이용에 따른 우대금리를 제공하는 상품,12개월,제한없음,제한없음,3.6,savings,316
316,020,우리은행,우리페이 적금,우리은행과 우리카드 “우리페이 계좌결제서비스” 거래실적에 따른 우대금리 제공,12개월,제한없음,제한없음,2.0,savings,317
317,020,우리은행,우리 Magic 적금 by 롯데카드,우리은행과 롯데카드 거래실적에 따른 우대금리를 제공하는 상품,12개월,제한없음,제한없음,2.5,savings,318
318,F05,오투저축은행,비대면 정기적금,기간과 가입한도를 미리 정하고 금액을 매월 납입 약정일에 정기적으로 불입하는 정액적립식 상품,24개월이상,제한없음,제한없음,4.0,savings,319
319,020,우리은행,우리사랑나누미적금,"비영리 법인(단체포함) 중 법정 / 지정기부금단체(종교단체, 공익단체, 공공기관 등)에 기부를 위한 자동이체 시 우대혜택을 제공",6개월,제한없음,제한없음,2.4,savings,320
320,020,우리은행,우리사랑나누미적금,"비영리 법인(단체포함) 중 법정 / 지정기부금단체(종교단체, 공익단체, 공공기관 등)에 기부를 위한 자동이체 시 우대혜택을 제공",12개월,제한없음,제한없음,2.7,savings,321
321,020,우리은행,우리사랑나누미적금,"비영리 법인(단체포함) 중 법정 / 지정기부금단체(종교단체, 공익단체, 공공기관 등)에 기부를 위한 자동이체 시 우대혜택을 제공",24개월,제한없음,제한없음,2.75,savings,322
322,020,우리은행,우리사랑나누미적금,"비영리 법인(단체포함) 중 법정 / 지정기부금단체(종교단체, 공익단체, 공공기관 등)에 기부를 위한 자동이체 시 우대혜택을 제공",36개월,제한없음,제한없음,2.8,savings,323
323,020,우리은행,정기적금,"일정한 기간을 정하여, 일정한 금액을 지급할 것을 약정하고, 매월 약정한 날짜에 월저축금을 입금하는 목돈 마련을 위한 적립식 예금의 대표적인 상품",6개월 이상,제한없음,제한없음,2.6,savings,324
324,020,우리은행,정기적금,"일정한 기간을 정하여, 일정한 금액을 지급할 것을 약정하고, 매월 약정한 날짜에 월저축금을 입금하는 목돈 마련을 위한 적립식 예금의 대표적인 상품",12개월 이상,제한없음,제한없음,2.85,savings,325
325,020,우리은행,정기적금,"일정한 기간을 정하여, 일정한 금액을 지급할 것을 약정하고, 매월 약정한 날짜에 월저축금을 입금하는 목돈 마련을 위한 적립식 예금의 대표적인 상품",24개월 이상,제한없음,제한없음,3.0,savings,326
326,020,우리은행,정기적금,"일정한 기간을 정하여, 일정한 금액을 지급할 것을 약정하고, 매월 약정한 날짜에 월저축금을 입금하는 목돈 마련을 위한 적립식 예금의 대표적인 상품",36개월제,제한없음,제한없음,3.1,savings,327
327,020,우리은행,정기적금,"일정한 기간을 정하여, 일정한 금액을 지급할 것을 약정하고, 매월 약정한 날짜에 월저축금을 입금하는 목돈 마련을 위한 적립식 예금의 대표적인 상품",36개월 초괴,제한없음,제한없음,3.15,savings,328
328,020,우리은행,N일 적금,"1. 31일, 100일, 200일동안 감정을 기록하면 우대금리를 받을 수 있는심플하고 재미있는 적금
2. 가입시점에 우리은행 예적금을 미보유한 고객 혹은 가입기간 중 일정기간 이상 납입하고 감정스탬프를 선택한 고객에게 우대금리 혜택 제공",31일,제한없음,제한없음,2.0,savings,329
329,020,우리은행,N일 적금,"1. 31일, 100일, 200일동안 감정을 기록하면 우대금리를 받을 수 있는심플하고 재미있는 적금
2. 가입시점에 우리은행 예적금을 미보유한 고객 혹은 가입기간 중 일정기간 이상 납입하고 감정스탬프를 선택한 고객에게 우대금리 혜택 제공",100일,제한없음,제한없음,2.0,savings,330
330,020,우리은행,N일 적금,"1. 31일, 100일, 200일동안 감정을 기록하면 우대금리를 받을 수 있는심플하고 재미있는 적금
2. 가입시점에 우리은행 예적금을 미보유한 고객 혹은 가입기간 중 일정기간 이상 납입하고 감정스탬프를 선택한 고객에게 우대금리 혜택 제공",200일,제한없음,제한없음,2.0,savings,331
331,031,대구은행,세븐적금,비대면채널 전용상품으로 조건 충족 시 추가 우대금리를 지급하는 자유적금,7개월,제한없음,제한없음,3.55,savings,332
332,020,우리은행,우리 WON하는 LCK 적금,WON하는 LCK 콘텐츠의 고객등급 등에 따라 우대금리를 제공하는 적립식 상품,3개월(12주),제한없음,제한없음,3.0,savings,333
333,031,대구은행,내가만든보너스적금,"가입 시 거래실적에 상관 없이 우대금리가 지급되며, 소액 목돈마련에 따른 우대금리 제공 등으로 적금의 재미를 추구하는 자유적립식 적금",6개월,제한없음,제한없음,3.05,savings,334
334,020,대구은행,내가만든보너스적금,"가입 시 거래실적에 상관 없이 우대금리가 지급되며, 소액 목돈마련에 따른 우대금리 제공 등으로 적금의 재미를 추구하는 자유적립식 적금",12개월,제한없음,제한없음,3.8,savings,335
335,031,대구은행,마이(My)적금,나 자신을 위한 목돈마련 적금. 1인가구 라이프스타일에 맞는 조건에 따라 우대이자율을 지급하는 정기적금 상품,12개월 이상,제한없음,제한없음,3.46,savings,336
336,031,대구은행,마이(My)적금,나 자신을 위한 목돈마련 적금. 1인가구 라이프스타일에 맞는 조건에 따라 우대이자율을 지급하는 정기적금 상품,24개월 이상,제한없음,제한없음,3.48,savings,337
337,031,대구은행,마이(My)적금,나 자신을 위한 목돈마련 적금. 1인가구 라이프스타일에 맞는 조건에 따라 우대이자율을 지급하는 정기적금 상품,36개월,제한없음,제한없음,3.5,savings,338
338,A07,SBI저축은행,e-온라인정기적금,인터넷뱅킹으로 상품 가입 시 0.2%p 우대금리를 지급해드리는 정기적금 상품,12개월 이상,제한없음,제한없음,3.6,savings,339
339,031,대구은행,영플러스(YoungPlus)적금,0세부터 29세까지 저축 습관을 키워주는 자유적립식 적금,12개월,제한없음,제한없음,3.66,savings,340
340,031,대구은행,내손안에적금,스마트뱅크를 통해 가입 가능한 스마트뱅크 전용 정기적금,12개월 이상,제한없음,제한없음,3.46,savings,341
341,031,대구은행,내손안에적금,스마트뱅크를 통해 가입 가능한 스마트뱅크 전용 정기적금,24개월 이상,제한없음,제한없음,3.48,savings,342
342,031,대구은행,내손안에적금,스마트뱅크를 통해 가입 가능한 스마트뱅크 전용 정기적금,36개월,제한없음,제한없음,3.5,savings,343
343,031,대구은행,쓰담쓰담적금(정기적립식),"예금기간 중 신용카드 이용실적에 따라 우대이자율을 제공하는 정기적금(정기적립식, 자유적립식)상품",12개월,제한없음,제한없음,3.4,savings,344
344,031,대구은행,쓰담쓰담적금(자유적립식),"예금기간 중 신용카드 이용실적에 따라 우대이자율을 제공하는 정기적금(정기적립식, 자유적립식)상품",12개월,제한없음,제한없음,3.4,savings,345
345,031,대구은행,IM스마트적금,비대면채널 전용상품으로 조건 충족 시 추가 우대금리를 지급하는 자유적금,6개월 이상,제한없음,제한없음,2.75,savings,346
346,031,대구은행,IM스마트적금,비대면채널 전용상품으로 조건 충족 시 추가 우대금리를 지급하는 자유적금,12개월 이상,제한없음,제한없음,3.45,savings,347
347,031,대구은행,IM스마트적금,비대면채널 전용상품으로 조건 충족 시 추가 우대금리를 지급하는 자유적금,24개월 이상,제한없음,제한없음,3.5,savings,348
348,031,대구은행,IM스마트적금,비대면채널 전용상품으로 조건 충족 시 추가 우대금리를 지급하는 자유적금,36개월,제한없음,제한없음,3.55,savings,349
349,031,대구은행,평생저축(일반형),불입도 해지도 자유자재로 가능하여 평생거래에 안성맞춤인 평생저축 적립식 자유적금,12개월,제한없음,제한없음,3.15,savings,350
350,088,신한은행,정기적금,일정기간 후에 일정금액을 지급할 것을 약정하고 월1회 일정한 일자에 일정금액을 수입하는 적금 상품,36개월 이상,제한없음,제한없음,2.95,savings,351
351,D05,드림저축은행,자유적립예금,목돈 마련에 편리하며 종류에 따라 일정 기간 경과 후 대출도 받으실 수 있는 예금으로 예금자 보호법에 따라 보호가 되는 상품입니다. (월복리 적립식 상품),24개월 이상,제한없음,제한없음,3.0,savings,352
352,A08,대신저축은행,스마트정기적금,"복잡한 우대금리 조건 없이 매월 일정금액을 납입하고, 만기시 높은 수익을 받을 수 있는 모바일 전용상품",12개월,제한없음,제한없음,4.7,savings,353
353,A08,대신저축은행,스마트정기적금,"복잡한 우대금리 조건 없이 매월 일정금액을 납입하고, 만기시 높은 수익을 받을 수 있는 모바일 전용상품",18개월,제한없음,제한없음,4.7,savings,354
354,A08,대신저축은행,스마트정기적금,"복잡한 우대금리 조건 없이 매월 일정금액을 납입하고, 만기시 높은 수익을 받을 수 있는 모바일 전용상품",24개월,제한없음,제한없음,4.7,savings,355
355,A08,대신저축은행,스마트정기적금,"복잡한 우대금리 조건 없이 매월 일정금액을 납입하고, 만기시 높은 수익을 받을 수 있는 모바일 전용상품",30개월,제한없음,제한없음,4.7,savings,356
356,A08,대신저축은행,스마트정기적금,"복잡한 우대금리 조건 없이 매월 일정금액을 납입하고, 만기시 높은 수익을 받을 수 있는 모바일 전용상품",36개월,제한없음,제한없음,4.7,savings,357
357,A08,대신저축은행,정기적금(정액식),"매월 일정금액 또는 한도범위에서 자유롭게 납입하고, 만기시 높은 수익을 받을 수 있는 
상품",12개월,제한없음,제한없음,4.7,savings,358
358,A08,대신저축은행,정기적금(정액식),"매월 일정금액 또는 한도범위에서 자유롭게 납입하고, 만기시 높은 수익을 받을 수 있는 
상품",24개월,제한없음,제한없음,4.7,savings,359
359,A08,대신저축은행,정기적금(정액식),"매월 일정금액 또는 한도범위에서 자유롭게 납입하고, 만기시 높은 수익을 받을 수 있는 
상품",36개월,제한없음,제한없음,4.7,savings,360
360,A08,대신저축은행,정기적금(자유적립식),"매월 일정금액 또는 한도범위에서 자유롭게 납입하고, 만기시 높은 수익을 받을 수 있는 
상품",12개월,제한없음,제한없음,2.75,savings,361
361,A08,대신저축은행,정기적금(자유적립식),"매월 일정금액 또는 한도범위에서 자유롭게 납입하고, 만기시 높은 수익을 받을 수 있는 
상품",24개월,제한없음,제한없음,2.9,savings,362
362,A08,대신저축은행,정기적금(자유적립식),"매월 일정금액 또는 한도범위에서 자유롭게 납입하고, 만기시 높은 수익을 받을 수 있는 
상품",36개월,제한없음,제한없음,2.9,savings,363
363,A08,대신저축은행,자유적립예금,"계약기간동안 금액, 횟수에 제한 없이 납입하고, 만기시 높은 수익을 받을 수 있는 상품",12개월,제한없음,제한없음,2.75,savings,364
364,A08,대신저축은행,자유적립예금,"계약기간동안 금액, 횟수에 제한 없이 납입하고, 만기시 높은 수익을 받을 수 있는 상품",24개월,제한없음,제한없음,2.9,savings,365
365,A08,대신저축은행,자유적립예금,"계약기간동안 금액, 횟수에 제한 없이 납입하고, 만기시 높은 수익을 받을 수 있는 상품",36개월,제한없음,제한없음,2.9,savings,366
366,C01,BNK저축은행,정기적금,일정한 기간 동안 가입한도를 정하고 미리 정한 금액을 불입하여 목돈을 마련하는 상품,6개월 이상,제한없음,제한없음,2.8,savings,367
367,C01,BNK저축은행,정기적금,일정한 기간 동안 가입한도를 정하고 미리 정한 금액을 불입하여 목돈을 마련하는 상품,12개월 이상,제한없음,제한없음,3.3,savings,368
368,C01,BNK저축은행,정기적금,일정한 기간 동안 가입한도를 정하고 미리 정한 금액을 불입하여 목돈을 마련하는 상품,24개월 이상,제한없음,제한없음,3.4,savings,369
369,C01,BNK저축은행,정기적금,일정한 기간 동안 가입한도를 정하고 미리 정한 금액을 불입하여 목돈을 마련하는 상품,36개월,제한없음,제한없음,3.5,savings,370
370,C09,우리저축은행,정기적금(월수),매월 일정금액을 정기적으로 납입하는 적립식 상품,6개월,제한없음,제한없음,2.3,savings,371
371,C09,우리저축은행,정기적금(월수),매월 일정금액을 정기적으로 납입하는 적립식 상품,12개월,제한없음,제한없음,2.4,savings,372
372,C09,우리저축은행,정기적금(월수),매월 일정금액을 정기적으로 납입하는 적립식 상품,24개월,제한없음,제한없음,2.5,savings,373
373,C09,우리저축은행,정기적금(월수),매월 일정금액을 정기적으로 납입하는 적립식 상품,36개월,제한없음,제한없음,2.6,savings,374
374,004,국민은행,KB 상호부금(자유적립식),목돈을 마련하는 국민은행의 대표 적립식예금,12개월 이상,제한없음,제한없음,2.45,savings,375
375,037,전북은행,JB 여행스토리적금,"㈜하나투어 제휴를 통해 여행서비스 및 전용 우대상품 제공, 여행상품 결제금액에 대한 캐시백 제공, 환율우대 등 여행 관련 우대서비스를 제공하는 여행을 위한 목돈마련 적립식 상품",12개월 이상,제한없음,제한없음,0.9,savings,376
376,037,전북은행,JB 여행스토리적금,"㈜하나투어 제휴를 통해 여행서비스 및 전용 우대상품 제공, 여행상품 결제금액에  
대한 캐시백 제공, 환율우대 등 여행 관련 우대서비스를 제공하는 여행을 위한 목돈 
마련 적립식 상품",24개월 이상,제한없음,제한없음,0.95,savings,377
377,037,전북은행,JB 여행스토리적금,"㈜하나투어 제휴를 통해 여행서비스 및 전용 우대상품 제공, 여행상품 결제금액에  
대한 캐시백 제공, 환율우대 등 여행 관련 우대서비스를 제공하는 여행을 위한 목돈 
마련 적립식 상품",36개월 이상,제한없음,제한없음,1.0,savings,378
378,037,전북은행,JB 여행스토리적금,"㈜하나투어 제휴를 통해 여행서비스 및 전용 우대상품 제공, 여행상품 결제금액에  
대한 캐시백 제공, 환율우대 등 여행 관련 우대서비스를 제공하는 여행을 위한 목돈 
마련 적립식 상품",48개월 이상,제한없음,제한없음,1.05,savings,379
379,004,국민은행,KB 상호부금(자유적립식),목돈을 마련하는 국민은행의 대표 적립식예금,36개월 이상,제한없음,제한없음,3.15,savings,380
380,004,국민은행,KB 상호부금(자유적립식),목돈을 마련하는 국민은행의 대표 적립식예금,24개월 이상,제한없음,제한없음,2.9,savings,381
381,004,국민은행,KB 상호부금(정액적립식),목돈을 마련하는 국민은행의 대표 적립식예금,6개월 이상,제한없음,제한없음,2.35,savings,382
382,004,국민은행,KB 반려행복적금,반려동물 케어·입양·정보 등록이 가능한 고객 참여형 스마트폰 전용 적금,12개월 이상,제한없음,제한없음,3.0,savings,383
383,004,국민은행,KB 상호부금(정액적립식),목돈을 마련하는 국민은행의 대표 적립식예금,24개월 이상,제한없음,제한없음,2.95,savings,384
384,004,국민은행,KB 반려행복적금,반려동물 케어·입양·정보 등록이 가능한 고객 참여형 스마트폰 전용 적금,24개월 이상,제한없음,제한없음,3.3,savings,385
385,004,국민은행,KB 반려행복적금,반려동물 케어·입양·정보 등록이 가능한 고객 참여형 스마트폰 전용 적금,36개월,제한없음,제한없음,3.5,savings,386
386,004,국민은행,KB 상호부금(정액적립식),목돈을 마련하는 국민은행의 대표 적립식예금,12개월 이상,제한없음,제한없음,2.55,savings,387
387,004,국민은행,일반정기적금,매월 일정액을 납입하여 목돈을 마련하는 적립식예금,6개월 이상,제한없음,제한없음,2.5,savings,388
388,004,국민은행,KB 상호부금(정액적립식),목돈을 마련하는 국민은행의 대표 적립식예금,36개월 이상,제한없음,제한없음,3.25,savings,389
389,004,국민은행,KB 국민프리미엄적금(자유적립식),단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,12개월 이상,제한없음,제한없음,2.55,savings,390
390,004,국민은행,KB 국민프리미엄적금,단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,24개월 이상,제한없음,제한없음,2.65,savings,391
391,004,국민은행,KB 국민프리미엄적금(자유적립식),단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,36개월 이상,제한없음,제한없음,2.95,savings,392
392,004,국민은행,KB 국민프리미엄적금(자유적립식),단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,60개월,제한없음,제한없음,3.15,savings,393
393,004,국민은행,KB 국민프리미엄적금(정액적립식),단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,12개월 이상,제한없음,제한없음,2.75,savings,394
394,004,국민은행,KB 국민프리미엄적금(정액적립식),단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,24개월 이상,제한없음,제한없음,2.95,savings,395
395,004,국민은행,KB 국민프리미엄적금(정액적립식),단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,36개월 이상,제한없음,제한없음,3.05,savings,396
396,004,국민은행,KB 국민프리미엄적금(정액적립식),단체가입고객 또는 병역명문가 등에게 우대금리를 제공하는 적립식 상품,60개월,제한없음,제한없음,3.25,savings,397
397,032,부산은행,저탄소 실천 적금,생활 속에서 탄소 배출 감축에 참여하는 고객 실천형 환경 상품,6개월 이상,제한없음,제한없음,3.05,savings,398
398,032,부산은행,너만 Solo 적금,결혼 시 높은 우대금리를 부여하는 고금리 결혼특화상품,36개월,제한없음,제한없음,2.5,savings,399
399,B03,남양저축은행,비대면-정기적금,"매월 정해진 금액을 예치하여 일정기간 후 
목돈을 마련할 수 있는 상품",6개월 이상,제한없음,제한없음,3.9,savings,400
400,B03,남양저축은행,비대면-정기적금,"매월 정해진 금액을 예치하여 일정기간 후 
목돈을 마련할 수 있는 상품",12개월 이상,제한없음,제한없음,4.0,savings,401
401,B03,남양저축은행,비대면-정기적금,"매월 정해진 금액을 예치하여 일정기간 후 
목돈을 마련할 수 있는 상품",24개월 이상,제한없음,제한없음,4.1,savings,402
402,B03,남양저축은행,비대면-정기적금,"매월 정해진 금액을 예치하여 일정기간 후 
목돈을 마련할 수 있는 상품",36개월,제한없음,제한없음,4.2,savings,403
403,B04,모아저축은행,생일축하정기적금,생일일자에 적금가입 고객님께 생일축하 우대금리 혜택을 드리는 적립식 상품,24개월 이상,제한없음,제한없음,3.9,savings,404
404,B04,모아저축은행,12간지정기적금,가입년도 12간지 띠에 해당되는 고객님께 우대금리 혜택을 드리는 적립식 상품,12개월 이상,제한없음,제한없음,4.1,savings,405
405,B04,모아저축은행,12간지정기적금,가입년도 12간지 띠에 해당되는 고객님께 우대금리 혜택을 드리는 적립식 상품,24개월 이상,제한없음,제한없음,3.9,savings,406
406,B04,모아저축은행,정기적금,매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급받는 목돈마련 상품,12개월 이상,제한없음,제한없음,4.0,savings,407
407,B04,모아저축은행,정기적금,매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급받는 목돈마련 상품,24개월 이상,제한없음,제한없음,3.8,savings,408
408,Z03,카카오뱅크,26주적금,26 주동안 매주 가입금액만큼 증액된 금액을 납입하여 목돈을 모으는 적금 상품,6개월,제한없음,제한없음,3.5,savings,409
409,A10,민국저축은행,e-행복정기적금,"기간을 정하여 매월 일정액으로 적금을 납입하는 목돈마련 저축으로 
인터넷뱅킹을 통하여 가입하실 수 있는 상품입니다.",6개월 이상,제한없음,제한없음,3.0,savings,410
410,A10,민국저축은행,e-행복정기적금,"기간을 정하여 매월 일정액으로 적금을 납입하는 목돈마련 저축으로 
인터넷뱅킹을 통하여 가입하실 수 있는 상품입니다.",12개월 이상,제한없음,제한없음,4.1,savings,411
411,A10,민국저축은행,e-행복정기적금,"기간을 정하여 매월 일정액으로 적금을 납입하는 목돈마련 저축으로 
인터넷뱅킹을 통하여 가입하실 수 있는 상품입니다.",36개월 이상,제한없음,제한없음,3.6,savings,412
412,A10,민국저축은행,e-행복정기적금,"기간을 정하여 매월 일정액으로 적금을 납입하는 목돈마련 저축으로 
인터넷뱅킹을 통하여 가입하실 수 있는 상품입니다.",48개월 이상,제한없음,제한없음,3.4,savings,413
413,B01,JT저축은행,자유적립예금,"얼마를 저축할지 확실치 않지만 목돈저축을 
원하는 고객을 위한 자유적립형 저축상품",3개월 이상,제한없음,제한없음,1.2,savings,414
414,B01,JT저축은행,자유적립예금,"얼마를 저축할지 확실치 않지만 목돈저축을 
원하는 고객을 위한 자유적립형 저축상품",6개월 이상,제한없음,제한없음,1.45,savings,415
415,B01,JT저축은행,자유적립예금,"얼마를 저축할지 확실치 않지만 목돈저축을 
원하는 고객을 위한 자유적립형 저축상품",12개월 이상,제한없음,제한없음,2.4,savings,416
416,007,수협은행,Real적금,Real2카드 결제실적에 따라 우대금리를 제공하는 정액적립식 예금,6개월 이상,제한없음,제한없음,1.5,savings,417
417,B04,모아저축은행,생일축하정기적금,생일일자에 적금가입 고객님께 생일축하 우대금리 혜택을 드리는 적립식 상품,12개월 이상,제한없음,제한없음,4.1,savings,418
418,B05,부림저축은행,정기적금(인터넷뱅킹),"매월 일정금액을 정기적으로 적립하고 만기에
 원금과 이자를 수령하는 목돈만들기 상품(비대면전용상품)",6개월 이상,제한없음,제한없음,2.4,savings,419
419,B05,부림저축은행,정기적금(인터넷뱅킹),"매월 일정금액을 정기적으로 적립하고 만기에
 원금과 이자를 수령하는 목돈만들기 상품(비대면전용상품)",12개월 이상,제한없음,제한없음,3.9,savings,420
420,B05,부림저축은행,정기적금(인터넷뱅킹),"매월 일정금액을 정기적으로 적립하고 만기에
 원금과 이자를 수령하는 목돈만들기 상품(비대면전용상품)",24개월 이상,제한없음,제한없음,3.3,savings,421
421,B05,부림저축은행,정기적금,"매월 일정금액을 정기적으로 적립하고 만기에 
원금과 이자를 수령하는 목돈만들기 상품 (창구 전용)",6개월 이상,제한없음,제한없음,2.4,savings,422
422,B05,부림저축은행,정기적금,"매월 일정금액을 정기적으로 적립하고 만기에 
원금과 이자를 수령하는 목돈만들기 상품 (창구 전용)",12개월 이상,제한없음,제한없음,3.9,savings,423
423,B05,부림저축은행,정기적금,"매월 일정금액을 정기적으로 적립하고 만기에 
원금과 이자를 수령하는 목돈만들기 상품 (창구 전용)",24개월 이상,제한없음,제한없음,3.3,savings,424
424,B05,부림저축은행,톡톡정기적금,"매월 일정금액을 정기적으로 적립하고 만기에 원금과 이자를 
수령하는 목돈만들기 상품(비대면전용상품)",12개월 이상,제한없음,제한없음,3.9,savings,425
425,B05,부림저축은행,톡톡정기적금,"매월 일정금액을 정기적으로 적립하고 만기에 원금과 이자를 
수령하는 목돈만들기 상품(비대면전용상품)",24개월 이상,제한없음,제한없음,3.3,savings,426
426,B05,부림저축은행,자유적립예금,일정기간동안 금액 횟수에 제한없이 자유롭게 납입하고 만기일에 목돈을 마련하는 상품(영업점내방/창구전용),0개월 이상,제한없음,제한없음,0.25,savings,427
427,B05,부림저축은행,자유적립예금,일정기간동안 금액 횟수에 제한없이 자유롭게 납입하고 만기일에 목돈을 마련하는 상품(영업점내방/창구전용),1개월 이상,제한없음,제한없음,2.0,savings,428
428,B05,부림저축은행,자유적립예금,일정기간동안 금액 횟수에 제한없이 자유롭게 납입하고 만기일에 목돈을 마련하는 상품(영업점내방/창구전용),3개월 이상,제한없음,제한없음,2.2,savings,429
429,B05,부림저축은행,자유적립예금,일정기간동안 금액 횟수에 제한없이 자유롭게 납입하고 만기일에 목돈을 마련하는 상품(영업점내방/창구전용),6개월 이상,제한없음,제한없음,3.4,savings,430
430,003,기업은행,정기적금 [정액적금],목돈을 만들기 위해 일정기간 일정금액을 적립하는 상,12개월이상,제한없음,제한없음,3.45,savings,431
431,003,기업은행,정기적금 [정액적금],목돈을 만들기 위해 일정기간 일정금액을 적립하는 상,24개월이상,제한없음,제한없음,3.55,savings,432
432,003,기업은행,정기적금 [정액적금],목돈을 만들기 위해 일정기간 일정금액을 적립하는 상,36개월이상,제한없음,제한없음,3.65,savings,433
433,003,기업은행,IBK썸통장[적금],거래실적을 합산하여 다양한 금융혜택 제공,12개월,제한없음,제한없음,3.0,savings,434
434,071,우체국,우체국매일모아e적금,매일저축 및 매주 알림저축 서비스를 통해 소액으로 편리하게 목돈마련이 가능한 디지털 적금,6개월이상,제한없음,제한없음,2.7,savings,435
435,071,우체국,우체국가치모아적금,"여행자금, 모임회비 등 목돈 마련을 위해 여럿이 함께 저축 할수록 혜택이 커지고 다양한 우대 서비스를 제공하는 적립식 예금상품",6개월이상,제한없음,제한없음,2.6,savings,436
436,071,우체국,다드림적금,"우체국예금 장기고객, 우수고객을 우대하며 급여, 연금, 공과금 자동이체 등 주거래 실적에 따라 우대혜택이 커지는 적립식 상품",12개월,제한없음,제한없음,2.6,savings,437
